steamid,publisherclass,copiessold
1361000,Indie,737612
1495320,Indie,220388
304650,Indie,552784
1547000,AAA,177921
1466640,Indie,459973
531510,Indie,358033
1180380,Indie,2515437
1715130,AA,348277
784950,Indie,295862
948740,AA,211340
571260,Indie,195761
208140,AA,967201
1176470,Indie,159981
249230,AA,358440
480650,AA,321308
673610,Indie,238647
225260,Indie,1080169
1702010,Indie,182521
200900,AA,451443
215100,Indie,287949
511680,AA,162190
1272320,Indie,265800
436320,Indie,167805
215530,Indie,848587
505230,AA,292879
1262540,AAA,447799
208580,AA,1082688
707010,Indie,1513146
1069660,Indie,172924
22300,AAA,947247
1681430,AA,114927
1121640,Indie,285902
2248760,Indie,364166
977880,AA,352496
1902690,AA,100149
1140620,Indie,66677
1680880,AA,93779
875210,Indie,247210
248610,Indie,805448
999220,Indie,248237
1506830,AAA,2512896
526160,Indie,417320
528740,Indie,55942
544550,Indie,213365
720620,Indie,249230
1333350,Indie,355614
115800,Indie,265110
1211020,Indie,382435
245470,Indie,534573
1178490,Indie,655112
1760250,AAA,146930
985830,Indie,214285
1364020,Indie,269227
671510,Indie,366074
65540,AA,668421
418340,Indie,407312
225080,AA,1266410
978780,AA,132759
1957780,Indie,207717
442120,Indie,526566
1169040,Indie,809403
523660,Indie,218790
558990,Indie,340522
451020,AA,302801
1097430,Indie,348092
798460,AA,246262
1180320,Indie,1345331
1202130,AA,214149
1798010,AAA,123763
954740,Indie,185405
352400,AA,411318
541210,Indie,164092
333950,AA,336764
616560,Indie,565524
443810,AA,655624
332800,Indie,853667
1262350,AA,284962
466240,Indie,11085188
1966900,Indie,1277740
365960,Indie,256298
1451090,AA,127574
744900,Indie,2982652
1410710,Indie,189459
260230,AAA,740703
424030,Indie,222463
9880,AA,723449
282900,Indie,526562
306020,Indie,628863
1869590,Indie,3373849
496300,AA,942556
1295920,Indie,239932
251150,AA,387373
224480,Indie,730234
814370,AA,455702
1281590,Indie,241468
341940,Indie,697374
1123770,AA,419090
1454400,Indie,1349041
207170,Indie,586333
591960,Indie,320270
736820,AA,126264
290470,Indie,124226
1656780,Indie,385607
696170,AA,150579
960910,AA,434793
1150640,AA,194841
1137300,Indie,165439
204030,AAA,588882
861650,AA,240975
1557740,Indie,1091242
94400,Indie,713139
622220,AA,124021
276810,AA,309525
976590,AA,156671
848350,AA,279788
1358700,AA,105523
442080,Indie,1208283
798490,AA,210314
1563180,Indie,409362
65930,AAA,680851
1356670,AA,157872
604500,Indie,163941
362490,Indie,321093
400940,Indie,236851
1388880,Indie,437438
973230,Indie,234202
6860,Indie,1032173
1291340,AA,967082
2060130,AA,233845
460810,AA,409502
1876890,Indie,243606
702890,AA,144115
2157560,AA,92584
2320,AAA,841923
1250650,Indie,77949
1999770,AA,94711
991780,Indie,287007
1216060,Indie,148429
604540,AAA,132008
289950,AA,397342
1816670,Indie,1129928
1038250,Indie,112968
468920,Indie,369485
243970,AA,440284
1154040,AA,130243
538680,AA,152056
1069640,Indie,152577
1223750,Indie,238073
803600,Indie,186305
40100,AA,677688
1088790,Indie,348388
774241,AA,174798
1058650,AA,181180
32510,AA,482290
214770,Indie,375376
20510,Indie,886732
525480,AAA,167180
1061090,Indie,496252
332950,Indie,1232292
70400,Indie,473347
214510,AA,579095
1849250,AAA,98213
1229240,Indie,189480
803050,AA,189889
1051200,Indie,174707
1240210,Indie,445860
239250,AA,211864
462770,AA,407381
797430,Indie,402396
2287220,AA,92119
1432050,Indie,290807
493840,AA,101169
209080,Indie,1161297
429790,Indie,897772
502520,Indie,238166
232430,Indie,459177
382560,AA,337793
501590,AA,374981
1797880,Indie,1916552
290300,Indie,401867
1031140,Indie,111655
698670,Indie,197714
228200,AA,579500
544610,AA,214690
848480,Indie,200554
1157390,Indie,159656
502800,AA,178268
214340,AA,895813
1266840,Indie,233794
656350,Indie,367987
1164940,AA,158536
914620,Indie,421946
252610,Indie,492425
502280,AA,115251
2285150,Indie,247502
360830,Indie,166863
233610,Indie,306903
820520,Indie,223728
80,AAA,941076
33229,AAA,287287
213610,AA,926775
628670,AA,145287
759740,Indie,242068
886250,Indie,425420
738540,AA,192411
1843760,Indie,337697
963930,Indie,261926
552700,AA,172387
26800,Indie,798480
1321440,AA,174784
250400,AA,1565107
613830,AA,427842
688420,AA,531573
575720,Indie,145835
773951,Indie,321557
407130,AA,317966
226720,AA,221794
602520,Indie,594009
397900,Indie,7458933
901735,Indie,172304
1874490,AA,180924
397340,Indie,536221
262410,Indie,2974158
466170,Indie,207674
470310,Indie,167296
707030,Indie,226649
544730,Indie,1237725
1115690,Indie,303725
1328660,AAA,370834
1292630,Indie,407907
1504570,Indie,289887
800270,Indie,173784
420,AAA,1214940
1170950,Indie,129102
517710,Indie,221880
755500,AA,258682
405710,AA,257689
262280,Indie,260313
304530,AA,138129
597220,Indie,326573
307110,Indie,286826
1059990,Indie,330911
1607130,Indie,379129
1012880,Indie,631818
1039880,Indie,178276
918570,Indie,1521252
978520,Indie,296035
1811990,AA,202009
588030,Indie,133065
319910,Indie,544772
893180,AA,376595
2870,Indie,179098
345350,AA,316659
958400,AA,68015
553310,Indie,166080
632350,Indie,183495
620590,Indie,217891
751440,Indie,112539
425220,AA,245530
1619750,Indie,164287
4700,AA,379288
518150,Indie,234955
232910,AAA,566928
531640,Indie,546212
206190,Indie,710995
496460,Indie,254653
600480,Indie,123086
1721470,Indie,2438339
418030,Indie,334378
987840,AA,130110
368360,Indie,918161
211400,AAA,756401
807120,AA,309203
773790,Indie,104068
1963370,Indie,260039
251730,Indie,272358
543900,AA,119965
2114740,AA,153252
15120,AAA,642511
1403370,Indie,162493
420560,AA,181555
819030,AA,50657
1097200,AA,248078
813630,Indie,323894
212630,AAA,382414
792300,Indie,457048
1388770,Indie,294675
218640,Indie,724093
362680,Indie,472769
327890,AA,592158
1101190,Indie,130986
1227690,Indie,256696
200170,Indie,779101
753650,Indie,216691
633460,Indie,313863
1127400,Indie,759930
2230110,Indie,94507
1426450,AA,233072
356650,Indie,251507
394310,AA,855597
851100,Indie,342735
866800,AA,319210
1318690,Indie,616263
340170,AA,170586
221260,Indie,633805
666860,Indie,335984
463530,Indie,210465
1288310,AA,677729
376300,AA,184808
12140,AAA,735347
1189630,Indie,337917
1110910,Indie,284974
13520,AAA,757190
232790,Indie,298480
487120,Indie,207904
913740,Indie,255913
224760,Indie,1093013
40700,Indie,768812
384490,AAA,201276
405900,Indie,335634
491540,Indie,134868
236370,Indie,289957
22600,Indie,459901
241260,Indie,339562
1468720,Indie,230517
783770,Indie,2059516
858210,Indie,383221
1641960,Indie,140603
742300,Indie,126461
427190,AA,352438
1674170,Indie,215949
2014780,Indie,85498
341800,Indie,450450
1732180,Indie,404426
1850510,AA,97543
388090,Indie,595572
268130,Indie,329160
1000010,AA,222777
829110,AA,156636
1732190,AA,101628
673130,Indie,268798
378760,Indie,141824
355790,AA,243651
1286320,AAA,64732
1766740,Indie,197879
1342330,Indie,171121
33460,AAA,380189
1205520,AAA,232071
714120,Indie,259539
579180,Indie,108885
268870,Indie,307577
421170,AA,131070
1206610,Indie,608251
420110,Indie,633054
1552350,Indie,147151
1413480,AA,112760
678900,Indie,171125
750130,Indie,196016
2140020,Indie,268624
1238820,AAA,286305
785740,AA,309735
7200,AAA,160718
674500,AA,245291
973810,AA,299160
1408610,AA,178461
486860,Indie,140827
1937780,AA,60163
747200,AA,276350
1220140,AA,154782
743450,Indie,544559
2100,AAA,631720
644560,Indie,2228850
286000,Indie,283047
1000360,Indie,275279
462780,AA,907565
1434950,Indie,163849
292140,AA,303332
915810,AA,324611
482920,Indie,270668
764790,AA,306610
32500,AA,340785
362620,Indie,279750
753420,Indie,445805
258520,Indie,350075
1147690,Indie,502191
871980,AA,89958
678800,Indie,942980
860890,Indie,231358
578330,Indie,300948
1546990,AAA,113132
477740,AA,208848
1585220,Indie,236736
1140270,Indie,207015
42670,AAA,219139
220160,AAA,298351
1135230,Indie,238309
557600,AA,468884
574720,Indie,222036
205710,AA,227498
751630,Indie,165115
1931770,AA,189528
743890,Indie,158949
235800,Indie,403188
1230140,Indie,242199
323220,Indie,248681
293780,Indie,433126
446020,Indie,414551
345180,Indie,385225
637100,AA,126814
673750,Indie,310395
813820,AA,7447178
449960,Indie,296688
1705180,Indie,123899
1233570,AAA,719386
316790,Indie,579010
220260,AA,382148
414530,Indie,783805
537800,AA,402360
1559390,Indie,295802
2310,AAA,631534
1239020,Indie,290985
1147550,AA,315734
1562420,Indie,330356
404590,Indie,128988
563840,Indie,123151
1343240,AA,176566
218680,AA,383594
562860,Indie,180326
7520,Indie,432508
445190,AA,159848
2238900,AA,63839
57900,AAA,390807
1222800,Indie,63359
1515210,Indie,849681
99910,Indie,170781
70000,Indie,949882
628070,AA,126785
244930,AA,314781
488860,Indie,164832
1378990,AAA,145899
1404850,Indie,441790
907650,Indie,151775
227100,AA,462780
249650,AA,364224
300550,AAA,563645
495140,AA,341110
1199030,Indie,253545
979120,AA,226557
261180,Indie,442351
2218750,Indie,693064
1567020,Indie,91075
318020,Indie,126148
1562700,AA,280748
718560,Indie,123567
40990,AAA,303313
222730,Indie,675451
32360,AA,482597
233980,Indie,393655
747610,Indie,781495
1827180,Indie,314064
243950,AAA,255601
785260,AA,142660
1259790,AA,171332
539470,Indie,368294
24720,AAA,327560
939400,Indie,1370366
1072040,AA,85249
332200,Indie,251481
914800,Indie,255602
1134100,Indie,226783
564230,AA,106184
1520500,Indie,156159
978300,AA,139486
261470,AA,78239
816340,Indie,342937
55100,AA,363056
269770,Indie,212839
40300,AA,656881
1382070,Indie,141290
654880,Indie,251743
1265860,Indie,181150
735280,Indie,118246
307880,Indie,312175
518030,Indie,830101
332500,Indie,261750
761830,AA,238882
555950,AA,206228
2334730,Indie,500171
1547890,Indie,171753
1408230,Indie,137330
381990,Indie,209295
1730910,Indie,8625
256290,AAA,534918
553540,Indie,116437
1216710,Indie,387696
567630,Indie,435721
1163550,AA,94484
1928870,AAA,85357
835960,AA,118489
245490,AAA,277759
1818450,Indie,2577777
1832640,Indie,2910938
2200,Indie,293509
475550,Indie,882096
1599660,AA,72193
338390,AA,134852
460120,Indie,138505
2111630,Indie,107551
1574580,Indie,289426
2109370,Indie,92994
246420,Indie,616170
790710,AA,414612
1434480,Indie,157445
314660,Indie,277964
808290,Indie,152416
1227280,AA,221681
354290,Indie,107509
1218210,Indie,237470
1239320,Indie,146166
1349230,Indie,303228
440650,Indie,202404
1282590,Indie,303705
366220,Indie,175242
45770,AA,245835
372360,AA,335655
1785150,AA,314606
1162750,Indie,115122
2349820,Indie,919759
674020,Indie,2391202
369990,Indie,451151
577940,AAA,268914
1468260,Indie,1034203
598330,Indie,177723
996770,AA,199651
552620,Indie,284580
12360,Indie,390209
1293160,Indie,81710
428550,AA,500766
1094780,Indie,56102
507490,Indie,176906
354140,Indie,460747
900040,AA,95609
657200,Indie,3257432
1677770,Indie,182645
1809700,AA,157739
1696810,AA,96934
342560,Indie,161161
2640,AAA,223975
1286580,AA,257127
356400,Indie,246358
768520,AA,145356
528230,Indie,312883
356570,AA,614351
1261040,Indie,224500
1337760,Indie,155144
274500,Indie,230940
204340,AA,1024561
566440,AA,121445
333640,Indie,206999
2212330,Indie,580800
555570,Indie,3711126
380,AAA,861480
1287840,AA,107389
801630,AA,144030
2362300,Indie,67668
551730,AA,62079
1981570,Indie,168886
2280,Indie,992812
1545560,Indie,83341
239200,Indie,535904
1109570,Indie,129655
360940,Indie,769287
231160,Indie,424153
858260,Indie,181351
333980,AA,166033
1158940,Indie,229438
2239150,Indie,453094
39150,AA,429457
1702330,AA,80766
1058450,AA,113042
1342260,Indie,76575
1088710,AA,217323
606800,Indie,354663
1161490,Indie,113865
419480,Indie,190506
411830,AA,139095
423580,Indie,315404
9450,AA,427851
1372810,Indie,308665
1944430,Indie,119432
1294760,Indie,144090
1182020,Indie,295962
546050,AA,199030
363440,AA,193518
1345820,Indie,180585
609320,Indie,470519
1049890,Indie,231901
388880,Indie,413716
1985820,AAA,82145
2096610,AA,177019
1406990,Indie,388603
303210,Indie,446062
2096600,AA,177510
223830,Indie,221202
1358140,Indie,140320
1028630,Indie,84806
1602010,AA,133267
1816300,AA,63088
343780,Indie,484808
8000,AA,707086
261760,Indie,257441
1245560,Indie,116033
598980,Indie,194978
649950,AA,137623
49600,Indie,538276
313010,AA,120745
671440,Indie,156126
1618540,Indie,199690
311240,AA,139027
895620,Indie,122253
1446650,AA,67166
454120,Indie,128198
1826980,Indie,138768
1360980,Indie,322951
603850,Indie,709386
1225570,AAA,652051
268750,Indie,450531
1097350,AA,136945
1684170,Indie,245851
524580,Indie,162015
6020,AA,468840
1138660,Indie,177315
1032430,Indie,113302
691260,Indie,95220
964800,AA,116316
1296770,Indie,316501
1076160,AA,40844
550320,Indie,136483
719890,Indie,127871
1457080,Indie,95010
1136370,Indie,162205
1525700,Indie,290210
1531540,AA,61888
304730,AA,162969
555220,Indie,379914
591740,Indie,378967
686200,Indie,525508
326410,Indie,301217
991270,Indie,64916
599080,Indie,145540
983970,Indie,173654
1294810,AAA,39668
1635450,Indie,183197
346940,AAA,277257
1046030,Indie,822580
207490,AAA,354880
1594940,Indie,191941
356040,Indie,415190
1368820,Indie,202186
1583320,Indie,415141
1044620,Indie,117579
2069310,Indie,37618
1485590,AA,82833
444640,Indie,3331040
506610,Indie,452251
228760,AAA,168912
1330460,Indie,212347
91700,Indie,746232
1233260,AA,49797
1136160,Indie,403622
699170,Indie,170620
1643310,AA,49228
829590,AA,322820
202750,Indie,619381
228260,Indie,190012
1480560,AA,194096
272270,Indie,81795
1249800,Indie,94400
520950,AA,127963
38410,AAA,487176
1520370,Indie,198300
248860,Indie,257167
910490,Indie,135428
375450,AA,67060
1173820,AA,158880
1489630,Indie,100307
269190,Indie,165348
1280780,Indie,82098
1266700,AA,88873
2820,Indie,273596
2190290,Indie,256717
669330,Indie,185724
572890,AA,505226
242880,Indie,378810
214870,AA,389218
1646850,Indie,127669
1526520,Indie,45882
1049320,Indie,109560
207350,AA,258037
1714040,Indie,2312294
1180660,AAA,132723
307950,Indie,1673557
889510,AA,103820
233470,AA,377802
251470,Indie,284323
874260,Indie,143270
250520,Indie,246109
1198090,Indie,58991
237630,AA,375432
396900,Indie,179396
261110,AA,318559
1085510,Indie,469260
321800,Indie,251380
1449200,AA,67830
1546970,AAA,80474
1045520,Indie,272204
1277930,Indie,105631
15170,AAA,466651
1677350,AAA,41658
1214470,AA,115066
1264250,Indie,79132
1879330,AA,89873
956680,Indie,112766
391730,Indie,278311
1530160,AAA,49101
760160,Indie,5357901
490920,Indie,68525
1112790,Indie,92112
1578650,Indie,109741
306760,Indie,116820
584980,Indie,307748
1252600,Indie,110801
1658150,AA,104760
318600,Indie,257647
961200,Indie,239003
1881420,Indie,37180
231200,Indie,158237
237850,Indie,168853
1150760,Indie,149239
2273430,Indie,150073
252330,Indie,630850
672680,Indie,372616
17330,AAA,241164
375900,AAA,74303
357310,Indie,157050
1665190,Indie,126096
45700,AA,212054
894940,Indie,200064
1571340,Indie,68019
328080,Indie,405659
623280,Indie,88740
1556200,AA,132219
758190,Indie,528617
24790,AAA,329364
230270,Indie,230102
637670,AA,68583
574980,Indie,184459
1186640,Indie,128733
1220010,Indie,217814
1341200,AA,52515
222750,Indie,378769
1229380,Indie,324658
702670,AA,313723
410850,AA,56301
1352080,Indie,613400
2254740,AA,41592
748490,AA,78660
1291010,AA,257252
499520,Indie,296091
1607250,AAA,892376
787810,Indie,204620
2163330,Indie,292822
2346550,Indie,70602
247910,Indie,341546
1351080,Indie,110784
1675900,Indie,741385
1276390,Indie,1835274
629910,Indie,91868
580200,Indie,141443
582550,Indie,362662
1621310,AA,56676
1457320,Indie,83792
798510,AA,80079
9350,AA,285804
1148150,Indie,134107
1283410,Indie,179850
344850,Indie,202501
2250600,Indie,39468
1148650,Indie,195881
337340,Indie,386856
267530,AA,324413
1179080,Indie,183785
1265920,AA,85606
215830,Indie,574226
927350,AA,207467
1188930,Indie,178354
991170,Indie,156502
1989270,Indie,130709
1063420,AA,112449
259680,Indie,276782
1687670,Indie,56759
1580780,AA,78485
1424330,Indie,148749
1644320,AA,45934
611500,AAA,4225524
1421250,Indie,277005
250260,Indie,307969
418650,Indie,190064
1388590,AA,173891
471550,Indie,340337
825630,AA,129589
367450,Indie,612680
246580,AA,212346
324080,Indie,189054
1614550,Indie,128557
1008080,Indie,240612
953880,Indie,243310
648100,Indie,117492
1026680,AA,159263
1937480,Indie,67752
378720,Indie,187022
666150,Indie,88053
519190,Indie,385941
675260,Indie,242040
1283400,AA,76864
1469610,AA,62587
1880330,AA,284163
1119700,Indie,107491
1920490,AA,47938
821880,AA,158269
1040230,Indie,166946
239120,AA,259771
411370,AA,205689
252470,Indie,156804
353270,Indie,193009
1022450,Indie,1392003
860950,AA,196834
769560,Indie,601760
245280,AA,283826
2187290,Indie,384382
794600,Indie,513468
1173810,AA,139880
1161590,AA,117324
465240,AA,84333
981430,Indie,146568
1846920,Indie,201392
1092660,Indie,132498
329130,Indie,204292
873940,AA,110415
377300,AAA,177604
976890,AA,152857
1082710,Indie,140223
1276760,AAA,127739
1098293,AAA,176715
683900,Indie,166669
358130,Indie,248591
388750,Indie,174848
1047440,Indie,113860
1282150,AA,68968
25890,AAA,449202
1465070,Indie,69834
1195290,Indie,237658
71250,AA,633358
1731070,AA,88859
1335830,Indie,124074
263760,Indie,454464
2074800,Indie,179135
400170,Indie,167171
1494420,AA,105755
243930,AA,178443
1063660,Indie,131082
1330470,Indie,130530
32460,AA,319883
595690,Indie,132400
234270,AA,247360
1108370,Indie,181947
1924480,Indie,193951
216890,Indie,157384
844590,Indie,165482
332570,Indie,143402
1097580,Indie,59197
239070,Indie,534001
458710,Indie,399009
1570330,Indie,165451
1018830,Indie,211574
1272160,Indie,168225
722060,Indie,67710
3830,Indie,179601
464340,Indie,130670
375820,Indie,297606
574050,AA,45186
2287520,Indie,54233
252410,Indie,446621
13570,AAA,388430
271260,Indie,76870
251290,AA,101474
1484280,Indie,73697
591370,Indie,146828
300570,Indie,133355
1205450,Indie,229502
598960,Indie,89099
591460,Indie,123754
308420,Indie,266152
95400,Indie,480044
952860,Indie,200338
1815780,Indie,1855982
270850,AA,494892
494430,Indie,105122
1422130,AA,65488
282560,Indie,93499
1776380,AA,49253
6550,AA,228547
1958220,Indie,75070
1129190,Indie,149024
1104380,Indie,94343
1937500,Indie,125820
785770,Indie,83475
1939160,Indie,100315
461950,AA,409588
384180,AA,951204
994730,Indie,210911
406350,Indie,131647
233840,Indie,244201
1360000,Indie,170771
1462810,AA,67817
1493760,Indie,89209
758870,Indie,136715
243800,AA,282618
1138850,Indie,139779
428660,Indie,132930
522470,Indie,153703
977400,Indie,1224478
433850,AA,14860589
296970,Indie,199995
1182110,Indie,116766
797400,Indie,105442
383180,AA,381226
264140,Indie,647854
491530,Indie,95078
435530,AA,278442
641780,Indie,227665
1306630,Indie,167028
1024650,AA,61133
1150530,AA,88711
329070,Indie,79380
500260,Indie,237542
1069650,Indie,69724
404680,AA,153333
2203070,Indie,124300
1777620,AA,60538
218820,Indie,174151
1035120,Indie,143481
239840,Indie,105445
792100,Indie,196117
351710,Indie,192394
663390,Indie,186084
441830,AA,69762
1580240,AA,91708
1794960,AA,68651
310470,Indie,83374
715560,Indie,133953
651670,AA,124166
249870,AA,253438
251170,Indie,223779
55110,AA,229418
1003890,Indie,131072
297130,AA,461932
757310,AA,131854
313690,AA,259160
435400,Indie,361715
911430,Indie,93443
377530,Indie,172099
322770,Indie,116864
1953520,AA,80352
495560,AA,171314
1172450,AA,160484
412740,Indie,132715
352550,Indie,62527
307670,AA,298166
1332720,AA,111541
2630,AAA,131734
1999360,Indie,671525
215470,Indie,458645
264200,Indie,751922
250620,Indie,233680
296470,Indie,773251
1961460,Indie,2314733
230070,Indie,146428
506500,Indie,293403
285160,AA,324591
1537830,Indie,208045
724970,Indie,182852
1227650,Indie,123285
1158370,Indie,99936
2144740,AA,58918
1591530,AA,46269
1390350,Indie,287394
1105510,AA,176054
538030,Indie,60813
295790,Indie,345255
1330000,Indie,123671
1351630,Indie,46230
1238040,AAA,249909
324510,Indie,62305
1402320,AAA,38235
926990,Indie,99745
2166060,Indie,217253
1194810,AA,64816
18500,Indie,416533
427940,Indie,86937
615120,Indie,91959
921800,AA,151656
